CONCEPT	DOCULECT	IPA	ID
to hold	Old_Kannada	piɖi	541
to hold	Old_Telugu	paʈːu	542
to hold	Old_Malayalam	piʈi	543
to hold	Old_Tamil	piʈi	544
to rub	Georgian	χaχuni	545
to rub	Old_Kannada	uɾd̪u	546
to rub	Old_Telugu	ɾʊd̪d̪u	547
to rub	Old_Malayalam	uɾajə	548
to rub	Old_Tamil	uɾaj	549
to wash	Georgian	ɾet͡sʰχaf	550
to wash	Old_Kannada	t̪oɭe	551
to wash	Old_Telugu	kaɖʊɡu	552
to wash	Old_Malayalam	kaɻu	553
to wash	Old_Tamil	kaɻuʋu	554
to wipe	Georgian	c̣mend	555
to wipe	Old_Kannada	oresu	556
to wipe	Old_Telugu	t̪ʊɖʊt͡ʃu	557
to wipe	Old_Malayalam	t̪uʈajə	558
to wipe	Old_Tamil	t̪uʈaj	559
to pull	Georgian	t͡sʼev	560
to pull	Old_Kannada	eɭi	561
to pull	Old_Telugu	laːɡu	562
to pull	Old_Malayalam	ʋali	563
to pull	Old_Tamil	iɻu	564
to push	Georgian	bid͡zɡe	565
to push	Old_Kannada	nuːku	566
to push	Old_Telugu	t̪oːju	567
to push	Old_Malayalam	t̪aɭːu	568
to push	Old_Tamil	t̪aɭːu	569
to throw	Georgian	ɡadaɡde	570
to throw	Old_Kannada	esi	571
to throw	Old_Telugu	ʋɪsʊɾu	572
to throw	Old_Malayalam	eri	573
to throw	Old_Tamil	ʋiːsu	574
to tie	Georgian	ʃekʼɾaf	575
to tie	Old_Kannada	kaʈːu	576
to tie	Old_Telugu	kaʈːu	577
to tie	Old_Malayalam	keʈːu	578
to tie	Old_Tamil	puːɳ	579
to sew	Georgian	kʼeɾaf	580
to sew	Old_Kannada	holi	581
to sew	Old_Telugu	kʊʈːu	582
to sew	Old_Malayalam	t̪ajə	583
to sew	Old_Tamil	t̪aj	584
to count	Georgian	tʰvɫa	585
to count	Old_Kannada	eɳisu	586
to count	Old_Telugu	lekːa	587
to count	Old_Malayalam	eɳːu	588
to count	Old_Tamil	eɳːu	589
to say	Georgian	tʰkʰma	590
to say	Old_Kannada	peːɻ	591
to say	Old_Telugu	t͡ʃepːu	592
to say	Old_Malayalam	para	593
to say	Old_Tamil	t͡ʃol	594
to sing	Georgian	mɣera	595
to sing	Old_Kannada	paːɖu	596
to sing	Old_Telugu	paːɖu	597
to sing	Old_Malayalam	paːʈu	598
to sing	Old_Tamil	paːʈu	599
to play	Old_Kannada	aːɖu	600
to play	Old_Telugu	aːɖu	601
to play	Old_Malayalam	kaɭi	602
to play	Old_Tamil	ʋiɭaj	603
to float	Georgian	tʼivtʼivi	604
to float	Old_Kannada	t̪eːlu	605
to float	Old_Telugu	t̪eːlu	606
to float	Old_Malayalam	poŋːu	607
to float	Old_Tamil	mit̪a	608
to flow	Georgian	dena	609
to flow	Old_Kannada	paɾi	610
to flow	Old_Telugu	paːɾu	611
to flow	Old_Malayalam	oɻuku	612
to flow	Old_Tamil	oɻuku	613
to freeze	Georgian	ɡaχʼinva	614
to freeze	Old_Kannada	ɡaɖːa	615
to freeze	Old_Telugu	ɡaɖːa	616
to freeze	Old_Malayalam	uraja	617
to freeze	Old_Tamil	uraj	618
to swell	Georgian	ɡasie	619
to swell	Old_Kannada	uːd̪u	620
to swell	Old_Telugu	ʋaːju	621
to swell	Old_Malayalam	ʋiːr	622
to swell	Old_Tamil	ʋiːŋku	623
sun	Georgian	mze	624
sun	Old_Kannada	neːsaru	625
sun	Old_Malayalam	ɲaːjar	626
sun	Old_Tamil	ɲaːjiru	627
moon	Georgian	mtʰʷaɾe	628
moon	Old_Kannada	t̪iŋɡaɭ	629
moon	Old_Telugu	nela	630
moon	Old_Malayalam	t̪iŋkaɭ	631
moon	Old_Tamil	n̪ilaː	632
star	Georgian	vaɾskʼʷɫavi	633
star	Old_Kannada	aɾilu	634
star	Old_Telugu	t͡ʃʊkːa	635
star	Old_Malayalam	miːn	636
water	Georgian	t͡sʼχʼali	637
water	Old_Kannada	niːɾu	638
water	Old_Telugu	niːru	639
